"FileName","InfPath","Class","Provider","Date","Version","HardwareIDs"
"oem2.inf","drivers\gw1-w149\audio-processing-object\oem2.inf","AudioProcessingObject","Everest Semiconductor Co., Ltd","08/24/2021","1.0.2.4",""
"oem20.inf","drivers\gw1-w149\bluetooth\oem20.inf","Bluetooth","%PROVIDER_NAME%","09/25/2019","21.50.1.1","USB\VID_8087&PID_0AAA&REV_0000;USB\VID_8087&PID_0AAA&REV_0001;USB\VID_8087&PID_0AAA&REV_0002"
"oem19.inf","drivers\gw1-w149\display-intel-uhd-graphics\oem19.inf","Display","%Intel%","04/29/2021","27.20.100.9565","PCI\VEN_8086&DEV_1906;PCI\VEN_8086&DEV_1916;PCI\VEN_8086&DEV_191E;PCI\VEN_8086&DEV_1912;PCI\VEN_8086&DEV_1921;PCI\VEN_8086&DEV_1926;PCI\VEN_8086&DEV_1923;PCI\VEN_8086&DEV_1927;PCI\VEN_8086&DEV_1902;PCI\VEN_8086&DEV_190B;PCI\VEN_8086&DEV_193B;PCI\VEN_8086&DEV_192B;PCI\VEN_8086&DEV_191B;PCI\VEN_8086&DEV_192D;PCI\VEN_8086&DEV_193A;PCI\VEN_8086&DEV_191D;PCI\VEN_8086&DEV_193D;PCI\VEN_8086&DEV_5A84;PCI\VEN_8086&DEV_5A85&SUBSYS_27820100;PCI\VEN_8086&DEV_5906;PCI\VEN_8086&DEV_5916;PCI\VEN_8086&DEV_5921;PCI\VEN_8086&DEV_5926;PCI\VEN_8086&DEV_5927;PCI\VEN_8086&DEV_591E;PCI\VEN_8086&DEV_5902;PCI\VEN_8086&DEV_5912;PCI\VEN_8086&DEV_590B;PCI\VEN_8086&DEV_591B;PCI\VEN_8086&DEV_591D;PCI\VEN_8086&DEV_5917&SUBSYS_27820100;PCI\VEN_8086&DEV_591C;PCI\VEN_8086&DEV_87C0;PCI\VEN_8086&DEV_87CA;PCI\VEN_8086&DEV_3E90;PCI\VEN_8086&DEV_3E92;PCI\VEN_8086&DEV_3E96;PCI\VEN_8086&DEV_3E9B;PCI\VEN_8086&DEV_3E94;PCI\VEN_8086&DEV_3EA6;PCI\VEN_8086&DEV_3EA5&SUBSYS_27820100;PCI\VEN_8086&DEV_3EA8;PCI\VEN_8086&DEV_3E93;PCI\VEN_8086&DEV_3E91;PCI\VEN_8086&DEV_3E98;PCI\VEN_8086&DEV_3E9A;PCI\VEN_8086&DEV_3E9C;PCI\VEN_8086&DEV_3EA9;PCI\VEN_8086&DEV_3E99;PCI\VEN_8086&DEV_9B41&SUBSYS_27820100;PCI\VEN_8086&DEV_9B21;PCI\VEN_8086&DEV_9BCA;PCI\VEN_8086&DEV_9BAA;PCI\VEN_8086&DEV_9BCC;PCI\VEN_8086&DEV_9BAC;PCI\VEN_8086&DEV_9BC5;PCI\VEN_8086&DEV_9BC8;PCI\VEN_8086&DEV_9BA8;PCI\VEN_8086&DEV_9BC4;PCI\VEN_8086&DEV_9BC6;PCI\VEN_8086&DEV_9BE6;PCI\VEN_8086&DEV_9BF6;PCI\VEN_8086&DEV_9BA4;PCI\VEN_8086&DEV_3EA0&SUBSYS_27820100;PCI\VEN_8086&DEV_3EA1;PCI\VEN_8086&DEV_3184;PCI\VEN_8086&DEV_3185&SUBSYS_27820100;PCI\VEN_8086&DEV_8A51;PCI\VEN_8086&DEV_8A52;PCI\VEN_8086&DEV_8A5A;PCI\VEN_8086&DEV_8A56&SUBSYS_27820100;PCI\VEN_8086&DEV_8A5C;PCI\VEN_8086&DEV_8A58;PCI\VEN_8086&DEV_8A53;PCI\VEN_8086&DEV_8A54;PCI\VEN_8086&DEV_9A49&SUBSYS_27820100;PCI\VEN_8086&DEV_9A40;PCI\VEN_8086&DEV_9A78;PCI\VEN_8086&DEV_9A59;PCI\VEN_8086&DEV_9A60;PCI\VEN_8086&DEV_9A68;PCI\VEN_8086&DEV_9A70;PCI\VEN_8086&DEV_9AC9;PCI\VEN_8086&DEV_9AF8;PCI\VEN_8086&DEV_9AC0;PCI\VEN_8086&DEV_9AD9;PCI\VEN_8086&DEV_9840;PCI\VEN_8086&DEV_9841;PCI\VEN_8086&DEV_4541;PCI\VEN_8086&DEV_4551;PCI\VEN_8086&DEV_4571;PCI\VEN_8086&DEV_4555;PCI\VEN_8086&DEV_4557;PCI\VEN_8086&DEV_4E51;PCI\VEN_8086&DEV_4E61;PCI\VEN_8086&DEV_4E71;PCI\VEN_8086&DEV_4E55&SUBSYS_27820100;PCI\VEN_8086&DEV_4E57;PCI\VEN_8086&DEV_4C80;PCI\VEN_8086&DEV_4C8A;PCI\VEN_8086&DEV_4C8B;PCI\VEN_8086&DEV_4C8C;PCI\VEN_8086&DEV_4C90;PCI\VEN_8086&DEV_4C9A"
"oem10.inf","drivers\gw1-w149\hid-class-event-filter\oem10.inf","HIDClass","%INTEL%","03/14/2019","2.2.1.377","ACPI\INT33D5"
"oem24.inf","drivers\gw1-w149\media\audio-intel-screens\oem24.inf","MEDIA","Intel(R) Corporation","02/25/2020","10.27.0.9","HDAUDIO\FUNC_01&VEN_8086&DEV_280B&SUBSYS_80860101;HDAUDIO\FUNC_01&VEN_8086&DEV_280B;INTELAUDIO\FUNC_01&VEN_8086&DEV_280B&SUBSYS_80860101;INTELAUDIO\FUNC_01&VEN_8086&DEV_280B;HDAUDIO\FUNC_01&VEN_8086&DEV_280D&SUBSYS_80860101;HDAUDIO\FUNC_01&VEN_8086&DEV_280D;INTELAUDIO\FUNC_01&VEN_8086&DEV_280D&SUBSYS_80860101;INTELAUDIO\FUNC_01&VEN_8086&DEV_280D"
"oem1.inf","drivers\gw1-w149\media\esaudriver-device\oem1.inf","MEDIA ; TODO: edit Class","Everest Semiconductor Co., Ltd","08/24/2021","1.0.2.4","ACPI\ESSX8326;ACPI\ESSX8336;ACPI\VEN_ESSX&DEV_8326&SUBSYS_278202A0;ACPI\VEN_ESSX&DEV_8326&SUBSYS_27821A00;ACPI\VEN_ESSX&DEV_8326&SUBSYS_27821A30;ACPI\VEN_ESSX&DEV_8326&SUBSYS_27821A40;ACPI\VEN_ESSX&DEV_8326&SUBSYS_27821A20;ACPI\VEN_ESSX&DEV_8326&SUBSYS_27821A10;ACPI\VEN_ESSX&DEV_8326&SUBSYS_27821A60;ACPI\VEN_ESSX&DEV_8336&SUBSYS_27820B60;ACPI\VEN_ESSX&DEV_8336&SUBSYS_27820B00;ACPI\VEN_ESSX&DEV_8336&SUBSYS_27820110;ACPI\VEN_ESSX&DEV_8336&SUBSYS_27820010;ACPI\VEN_ESSX&DEV_8336&SUBSYS_27820000;ACPI\VEN_ESSX&DEV_8336&SUBSYS_0X10EC1234;ACPI\VEN_ESSX&DEV_8326&SUBSYS_1C6CB001;ACPI\VEN_ESSX&DEV_8326&SUBSYS_1C6CC001;ACPI\VEN_ESSX&DEV_8326&SUBSYS_1C6CC002;ACPI\VEN_ESSX&DEV_8326&SUBSYS_1C6C1A20;ACPI\VEN_ESSX&DEV_8326&SUBSYS_12970123"
"oem34.inf","drivers\gw1-w149\media\intel-smart-sound-technology\oem34.inf","MEDIA","Intel(R) Corporation","12/04/2020","10.23.00.4880","INTELAUDIO\CTLR_DEV_9DC8&LINKTYPE_03&DEVTYPE_04&VEN_8086&DEV_AE34;INTELAUDIO\CTLR_DEV_A348&LINKTYPE_03&DEVTYPE_04&VEN_8086&DEV_AE34;INTELAUDIO\CTLR_DEV_02C8&LINKTYPE_03&DEVTYPE_04&VEN_8086&DEV_AE34;INTELAUDIO\CTLR_DEV_06C8&LINKTYPE_03&DEVTYPE_04&VEN_8086&DEV_AE34"
